Primary_ID,Company_Name,Homepage,Domain,Total_Fundings,Status,Country_Code,State_Code,Region,City,Funding_Rounds,First_Funding_Date,Last_Funding_Date,Pasted field 1
152,Smart Media Inventions,http://www.smartmediainventions.com,Software,40000.0,operating,CHL,12,Santiago,Santiago,1,22/8/2013,22/8/2013,
154,Snowflake Computing,http://www.snowflake.net/,Software,65000000.0,operating,USA,CA,SF Bay Area,San Mateo,2,21/10/2014,23/6/2015,
175,Tripshare,http://tripshare.com,Software,,closed,USA,CA,SF Bay Area,San Francisco,1,1/8/2012,1/8/2012,
179,Vartopia,http://vartopia.com,Software,1611364.0,operating,USA,WY,WY - Other,Worland,1,26/4/2011,26/4/2011,
181,Verimed,http://www.verimed.com,Software,3000000.0,operating,USA,NC,Charlotte,Charlotte,1,24/9/2013,24/9/2013,
191,White Sky,http://www.whitesky.com,Software,26525002.0,operating,USA,CA,SF Bay Area,Mountain View,4,26/9/2006,18/6/2012,
63,Friday,,Transportation,1655781.0,operating,,,,,1,21/3/2014,21/3/2014,
140,RiGHT BRAiN MEDiA,http://www.rightbrainmedia.com,Transportation,1000000.0,operating,USA,FL,Orlando,Orlando,1,9/5/2013,9/5/2013,
173,Transportation Group,http://www.truckingbestjobs.com,Transportation,15000.0,operating,USA,OR,Eugene,Bend,1,12/5/2014,12/5/2014,
46,DNART LIMITADA,http://www.dnart.cl,Art,40000.0,operating,CHL,12,Santiago,Santiago,1,10/4/2012,10/4/2012,
177,UrbnDesignz,,Art,,operating,USA,NY,Long Island,Bay Shore,1,10/11/2013,10/11/2013,
39,CSS Corp,http://www.csscorp.com,Web,47000000.0,operating,USA,CA,SF Bay Area,San Jose,2,1/1/2006,17/4/2007,
77,Honestly.com,http://www.honestly.com,Web,1200000.0,closed,USA,CA,SF Bay Area,San Mateo,1,19/10/2010,19/10/2010,
108,muHive,http://muhive.com,Web,30000.0,operating,IND,19,Bangalore,Bangalore,1,1/2/2014,1/2/2014,
126,imbookin (Pogby),http://www.imbookin.com,Web,,operating,USA,NY,New York City,New York,1,26/8/2011,26/8/2011,
129,Primadesk,http://www.primadesk.com,Web,632500.0,operating,USA,CA,SF Bay Area,Novato,4,7/4/2010,21/11/2012,
136,RaceMenu,http://www.racemenu.com,Web,179250.0,operating,USA,MA,Boston,Boston,3,15/5/2011,16/12/2012,
137,redBus.in,http://www.redbus.in,Web,8328770.0,acquired,IND,19,Bangalore,Bangalore,3,1/6/2009,1/5/2012,
167,Teamo.ru,http://www.teamo.ru,Web,2300000.0,closed,RUS,48,Moscow,Moscow,2,1/3/2012,1/11/2012,
29,CloudSplit,http://www.cloudsplit.com,Cloud Computing,149180.0,closed,IRL,7,Dublin,Dublin,1,27/11/2009,27/11/2009,
61,FinancialForce.com,http://www.financialforce.com,Cloud Computing,186300000.0,operating,USA,CA,SF Bay Area,San Francisco,6,1/10/2009,26/3/2015,
114,Nintex,http://www.nintex.com,Cloud Computing,135000000.0,operating,USA,WA,Seattle,Bellevue,1,27/3/2013,27/3/2013,
141,RightScale,http://www.rightscale.com,Cloud Computing,62100000.0,operating,USA,CA,Santa Barbara,Santa Barbara,5,13/2/2006,12/2/2013,
147,ShoutEm,http://www.shoutem.com,Cloud Computing,1648560.0,operating,USA,NY,New York City,New York,2,1/2/2009,1/8/2010,
161,StormMQ,http://stormmq.com,Cloud Computing,149167.0,operating,GBR,J7,GBR - Other,Skipton,1,1/3/2010,1/3/2010,
196,Xova Labs,http://www.xova.com,Cloud Computing,8000000.0,operating,USA,CA,SF Bay Area,Los Altos,1,11/7/2013,11/7/2013,
